zoe,melgar,carlos,brito,sasil,era,claudia,marcelo,monreal
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,PVEM,,,,,,MORENA,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,PAN,
,,,,,,MORENA,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PAN,,,MORENA,,PVEM,MORENA,MORENA,
,,,,,,,PRI,
,,,,,,,,
,,,Ns/Nc,MORENA,MORENA,,,
,,,,,,,,
,,,,PVEM,PVEM,,PRD,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,
PRI,,,,,MORENA,,,MORENA
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PES,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,,MORENA,
Ns/Nc,,,,,PVEM,,,
,,,,,,,,
,,,,PRI,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,MORENA,
,Ns/Nc,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
MORENA,,,,,,,MORENA,MORENA
,,,,,,,,
,PRI,MORENA,MORENA,MORENA,MORENA,MORENA,PRI,MORENA
,,,,,,,,
,,,,,,PVEM,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,PVEM,MORENA,MORENA,,MORENA
MORENA,,,MORENA,,,MORENA,MORENA,MORENA
,,,,,,,,
MORENA,,,,,PVEM,MORENA,MORENA,MORENA
,,,,,,MORENA,,
,,,,,,,,
,,,,,Ns/Nc,MORENA,PVEM,
,,,,,,,Ns/Nc,
,,,,,,,PRI,PRI
,,,,,,MORENA,PRI,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,PVEM,MORENA,MORENA,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,MORENA,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,Ns/Nc,,,MORENA,Ns/Nc,
,,,,,,,,
,,,,,,MORENA,PRI,
MORENA,PVEM,MORENA,MORENA,PVEM,PVEM,MORENA,MORENA,MORENA
MORENA,,,,,,,MORENA,
MORENA,,,,,,,,
MORENA,PVEM,,,,,PRI,MORENA,PRD
,,,,,,PAN,PRI,
,,,,,,,,
,PRI,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
MORENA,,,,PVEM,PVEM,MORENA,MORENA,MORENA
,,Ns/Nc,,,,,,
,,,,,,,,
,MORENA,,,,,MORENA,MORENA,MORENA
,,Ns/Nc,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,MORENA,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,,MORENA,,,,Ns/Nc,
,,,,Ns/Nc,PVEM,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
,PT,,,,,,,
,Ns/Nc,,,,Ns/Nc,,,
,Ns/Nc,,,,Ns/Nc,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,PRI,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PT,,,,,,,
,PT,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,PRI,,MORENA
,,,,,PAN,,,
,,,,,Ns/Nc,,,
,PAN,,,MORENA,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,PRI,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,PVEM,
MORENA,,,MORENA,MORENA,,,MORENA,PT
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
PRD,,Chiapas Unido,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
MORENA,PVEM,MORENA,MORENA,MORENA,PVEM,MORENA,MORENA,
,,,,,PVEM,MORENA,,
MORENA,,,,,,MORENA,MORENA,MORENA
,PVEM,,,,MORENA,MORENA,PRD,PRD
,PAN,,,,,,PAN,PRI
,,,PT,,,,,
,,,,,,,,
,PT,,,,,MORENA,MORENA,
,,,,,Ns/Nc,,,
,,,,,,,,
MORENA,PRI,PAN,,,PVEM,MORENA,MORENA,MORENA
,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,Ns/Nc,,,,
,Ns/Nc,,Ns/Nc,Ns/Nc,Ns/Nc,,,
,,,,,,,,
,,,,Ns/Nc,,MORENA,PRI,Ns/Nc
,Ns/Nc,,,,,,,
,MORENA,,,,,,,
,,,,,,,,
,,,,Ns/Nc,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PAN,PT,PRI,,MORENA,MORENA,MORENA,MORENA
,PVEM,,,MORENA,PVEM,MORENA,MORENA,MORENA
,PVEM,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,PRI,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,MORENA,,
MORENA,PVEM,PVEM,PVEM,PVEM,MORENA,MORENA,MORENA,MORENA
,PT,,,,PVEM,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,PVEM,,,,
,,,,,,,,
,,,,,,,,
,,PVEM,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
PVEM,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,Ns/Nc,,,,,,,
,,MORENA,,,,,,
,,,,,,,MORENA,
Ns/Nc,,,,Ns/Nc,Ns/Nc,MORENA,Ns/Nc,Ns/Nc
MORENA,PVEM,,,MORENA,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,MORENA,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
PRI,,,,,PVEM,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,MORENA,,PVEM,,MORENA,PAN
PVEM,,,MORENA,,PVEM,,MORENA,PRI
,,,,,,,,
,,,,,PAN,PRD,PRD,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,PRI,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,Ns/Nc,Ns/Nc,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PRI,,,
,,,,PVEM,PVEM,,MORENA,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,Ns/Nc,,,
MORENA,,,MORENA,,PVEM,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,MORENA,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,PRI,,,PRD,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,Ns/Nc,,,
MORENA,PVEM,,MORENA,MORENA,PVEM,MORENA,MORENA,MORENA
,,,,,Ns/Nc,,,
PRI,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,MORENA,,,
,,,MORENA,,PVEM,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,PRD,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRI,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,Ns/Nc,,,,MORENA,Ns/Nc,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,PRD,PRI,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,MORENA,Ns/Nc
,,,MORENA,MORENA,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,MORENA,MORENA,
MORENA,MORENA,PRI,,MORENA,MORENA,MORENA,MORENA,
,,,,,,Ns/Nc,,
,,PVEM,PRI,,,,Ns/Nc,
,,PRI,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
PVEM,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,PES,PRI,MORENA,MORENA,
,,,MORENA,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
PRD,PVEM,,,PVEM,PVEM,PRD,PRD,PRI
,,,,,,,,
MORENA,PVEM,PRD,MORENA,PVEM,,MORENA,MORENA,
,PRI,PRD,,,PRD,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,PRD,
,,,,PAN,,,,
,,,,PAN,,,MORENA,
,,,,,PVEM,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PRI,,,PRD,
,,PAN,,,,,MORENA,
,,,,,,,PRI,
PVEM,,,,PRI,,,PAN,PRI
,,Ns/Nc,,,PT,,PT,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,MORENA,,PVEM,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,PAN,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
MORENA,,,,,MORENA,MORENA,MORENA,
,,,,,,,,
,,,,,,,,PRI
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,Ns/Nc,,PRI,,PRD,,,
,,,,,,,,
,,,,,,,,
,,Ns/Nc,,,PVEM,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,Mover a Chiapas,,,
,,,,,,,,
,MORENA,,,,MORENA,MORENA,MORENA,
,,,,,,,PRD,
,PVEM,,,,,,,
Ns/Nc,,,,Ns/Nc,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,PVEM,,,,
MORENA,,PRI,,,,MORENA,MORENA,
,,,Ns/Nc,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,Ns/Nc,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,PAN,PRI
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,MORENA,Ns/Nc,Ns/Nc
,,,,,,,,
PRI,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,PVEM,,,
,Ns/Nc,,,,PRI,,Ns/Nc,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,MORENA,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
MORENA,,,MORENA,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,PRI,,,
,,,,,PVEM,,PT,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,MORENA,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
PRI,PRI,,PVEM,PRI,PVEM,,,
,,,,,,,,
,,,,,,,MORENA,
,,MORENA,,PVEM,,MORENA,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,PT,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,MORENA,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,Ns/Nc,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PRI,
,,PRD,,,,,,
,,,,,,PVEM,,
,,,,,,,,
,Ns/Nc,MORENA,,Chiapas Unido,Ns/Nc,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,PVEM,,,,
,,,,,,,,
,,,,PRI,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,PVEM,,,
,,,,Ns/Nc,,,Ns/Nc,
,,,,,,MORENA,Ns/Nc,
,,,,PVEM,,,PRI,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,PRI
,,,,,,,,
,,,,,,PAN,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
PRI,,,,,,,,
,,,,,,PRD,,
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,MORENA,MORENA,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,PAN,,PVEM,,Ns/Nc,
,,,,,,,,
,,,,,,,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,Chiapas Unido,,,PRI,
PRI,,PRD,,,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,PES,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
MORENA,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,MORENA,
,,,,,Ns/Nc,,,
,,,,,MORENA,MORENA,MORENA,
,PRI,,MORENA,,MORENA,,PRD,
,,,PVEM,,PVEM,,,
,,,,,PVEM,,,
MORENA,,,MORENA,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,MORENA,,MORENA,,MORENA,Ns/Nc
Ns/Nc,,,,,PAN,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,PVEM,PVEM,,Ns/Nc,
,,,,,,,,
,,,,Ns/Nc,,,,
,,,,Ns/Nc,,,Ns/Nc,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
MORENA,,,,PVEM,,MORENA,MORENA,
,,,,,,,,
,,,,,PAN,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
PRI,,,,PRI,,,PRI,
,PVEM,,,PVEM,PVEM,,PRI,MC
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,PRI,,PRI,
,Ns/Nc,,,,,Ns/Nc,,
,,,,,,,,
,,PRD,,,,,,
,,,,,,,,
MORENA,,,,,,MORENA,MORENA,MORENA
,PVEM,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,MORENA,MORENA,
,PRI,,,,,,,
,,,,,,,,
,MORENA,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,PAN,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
Chiapas Unido,,,,,PVEM,MORENA,MORENA,MORENA
MORENA,,,,,PVEM,,,
,,,,,,,,
,PVEM,,,,PVEM,,,
,,,,,PRI,,,
,,,,,,,,
,,,,,,,,
PRI,PVEM,,,,PVEM,PRI,PRI,
,,,,,,,,
,PRI,,,,,,Ns/Nc,
,PRI,,,,MORENA,,MORENA,
,,,,,,,,
,PVEM,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,PVEM,MORENA,PRI,PRI,MORENA,MORENA,PRD,PRI
,,,,,,,,
,,,,,,,,
MORENA,,,,,,MORENA,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,MORENA,
,,,,PVEM,,,,
,,,,,,,,
,,,,MORENA,,,PRI,
,,,,,,,,
,PVEM,,,,,,,
,PVEM,,,PRD,,,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,MORENA,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,,
,,,,,,,,
,MORENA,,,,MORENA,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,MORENA,MORENA,
,,,,,,,,
MORENA,PVEM,,MORENA,MORENA,MORENA,,PRD,PRI
,,,,,,,,
