zoe,melgar,carlos,brito,sasil,era,claudia,marcelo,monreal
,,,,,PVEM,,PVEM,
,,,,,,,,
,PANAL,,,,PRI,,,
PRI,PRI,Ns/Nc,,Ns/Nc,Ns/Nc,MORENA,,Ns/Nc
,,,,,,,,
,Ns/Nc,,,,,,Ns/Nc,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PRI,,PRI,
,,,MORENA,,PVEM,,,
,,,,,PVEM,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,,MORENA,,MORENA
,,,,,MORENA,,,
,,,,,,,,
PRI,,,,,,MORENA,MORENA,
PRI,PVEM,,,PRI,,,PRI,
,,,,,,,,
MORENA,,,,,MORENA,MORENA,MORENA,MORENA
,PVEM,,,,,MORENA,,
,,,,,Ns/Nc,,Ns/Nc,
PRI,PRI,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,MORENA,,PRI,,MORENA,
,,,,,,,,
,,PVEM,MORENA,,MORENA,,MORENA,
,,,,,MORENA,MORENA,MORENA,
,,,,Ns/Nc,,,PRD,
PRI,,,,,,,,PRI
,,,PVEM,,PVEM,MORENA,MORENA,
,,,,,,,MORENA,MORENA
,,PVEM,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,MORENA,,,PVEM,MORENA,MORENA,
,,,,,PVEM,MORENA,MORENA,
,,,,,PVEM,MORENA,,
,,,,,,,,
MORENA,,,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,MORENA,,Ns/Nc
,,,,,,,,
,,,,,,,,
,,,,,,,,
PVEM,,,,,PVEM,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
MORENA,,,,,,,,
,,,,,,,,
,,,,,,,,MORENA
,,,,PRI,,,MORENA,
MORENA,PVEM,MORENA,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,MORENA,,
,,,,PVEM,PVEM,,,PVEM
MORENA,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,MORENA
,,,,,,MORENA,,
,,,,,,,,
MORENA,,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,MORENA,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,PVEM,MORENA,,
,,,,,PVEM,,,
,,,,,PRI,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,MORENA,,,PRI,MORENA,MORENA,MORENA,
PT,PAN,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PRI,PRI
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
PRD,,PRI,MORENA,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,PAN,,PVEM,,,
,,,,,PVEM,,PRI,
,,,,,PVEM,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
PAN,PRI,,MORENA,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,MORENA,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,MORENA,Ns/Nc,PVEM,,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,,PVEM,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,PRD,
,,,,,PRI,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,PAN,PRI,,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,PRD,,PVEM,PRI,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PVEM,,PRI,,,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,PRD,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,PVEM,,PRI,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,MORENA,,,,MORENA,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,,
,,,,,,MORENA,,
MORENA,,,MORENA,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,PVEM,MORENA,MORENA,MORENA
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,MORENA,,PRI,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,PVEM,Ns/Nc,MORENA,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,MORENA,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,PRI,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,,
,,,MORENA,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,MORENA,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,Ns/Nc,,Ns/Nc,
,,,,Ns/Nc,PVEM,,Ns/Nc,
,,,,,,,,
,,,MORENA,PRD,PVEM,MORENA,PRD,
PRI,MORENA,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,Mover a Chiapas,PVEM,,,
,,,,,,,,
,,,,,PVEM,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PVEM,PVEM,,,
,,,,,PVEM,,,
,,,,,MORENA,,,
PRI,,,,,PVEM,MORENA,,
,,,,,,,,
,,,MORENA,,,,,
,,,,,PAN,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,PVEM,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,Ns/Nc,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,,
,,,,,PRI,,,
,,,,,,,,MORENA
,,,,,,,MORENA,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,PRI,,
,PVEM,,PRI,,PVEM,,,
PVEM,,MORENA,,,,,MORENA,
,,,,,,,,
MORENA,,,,,,,,
,Ns/Nc,,,,PVEM,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,MORENA,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PAN,
,,,,,,,,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,PAN
,,,,,,,,
,,,,,,,MORENA,
,,PRD,MORENA,MORENA,MORENA,,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,PRD
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PVEM,,PRI,
,,,,,MORENA,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,PRD,MORENA
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,PRD,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRI,,,,,,MORENA,MORENA,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,PVEM,,MORENA,
,,,MORENA,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,PRD,
,,,,,,,,
,,,,,,,,
,,,,MORENA,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,PRD,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,PVEM,PVEM,
,,,,,,,,
,,,,,,PVEM,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,PRI,PVEM,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,MORENA,,PRI,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PAN,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,MORENA,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,,
,PRI,,,MORENA,PAN,,,
,,,,,,,,
,,,,,,,,
,,PAN,,,PRD,,,
,,PRD,,,,,,
,PVEM,,,PVEM,,MORENA,,
,,,,,,,,
,,,,,,,MORENA,
,,,PAN,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,MORENA,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,PRD,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRI,PVEM,MORENA,PVEM,PVEM,PVEM,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,,,,PVEM,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,PVEM,,,MORENA,PRI
,,,,PVEM,,MORENA,,
,,,,Ns/Nc,Ns/Nc,,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,,PRI,
,,,Ns/Nc,,,,Ns/Nc,
,,,,,,,,
MORENA,PVEM,MORENA,PVEM,,PVEM,MORENA,PRI,MORENA
Ns/Nc,,,,,,,,
,,,,PES,PVEM,PRI,PRI,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,MORENA,PRD,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,MORENA,PRI,PVEM,PVEM,MORENA,PRD,PRI
,PVEM,,,,,MORENA,MORENA,
,,,,,,,,
,PVEM,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Ns/Nc,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,,,
Ns/Nc,,Ns/Nc,,,Ns/Nc,MORENA,,
,,,PRI,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,PRI,
,,,,PRI,,MORENA,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,MC,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,PVEM,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,PAN,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,,,,
,,,,,,PRI,MORENA,
MORENA,PVEM,MORENA,,,MORENA,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PVEM,,,,,,,
,,,,,,Ns/Nc,,
MORENA,,,,PVEM,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Ns/Nc,,Ns/Nc,Ns/Nc,,,
,,,,,,,,
,,,,,,,,Ns/Nc
,,,,,,,,
,,,,,,,,MORENA
,,,,,,Ns/Nc,,
,,,,,,,,
Ns/Nc,,Ns/Nc,,,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,MORENA,MORENA,MORENA
,,,,MORENA,,MORENA,,
MORENA,,,,,PAN,,PRI,
PVEM,PVEM,,PVEM,MORENA,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRI,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PT,,,MORENA,
,,,,,,,,
,,,,,,,,
MORENA,,,,PVEM,,PRD,MORENA,PRD
,,,,,,,MORENA,
,,,,,,,,
,,,,,,MORENA,,
,,Ns/Nc,,,,,,
,,,,,,MORENA,MORENA,
,PRI,MORENA,,,PVEM,MORENA,,
,,,,,,MORENA,MORENA,MORENA
,,PRI,MORENA,,,,,
,,Ns/Nc,Ns/Nc,,PRI,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MORENA,PVEM,,,,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,Ns/Nc
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,Ns/Nc,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PRD,,,,,,,,
,,,,,,,,
,PAN,,,,,,PRI,
,,,,,,PRI,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Ns/Nc,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,MORENA,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,PAN
MORENA,PT,,MORENA,MORENA,PVEM,MORENA,MORENA,MORENA
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,PES,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,PRI,,,,,,,
,,,,,,,,
,,,,,,,,
,PT,,,PES,,MORENA,MORENA,
,,,,,,,,
,,,,,,,,
,,MORENA,,PVEM,,,,
PRI,,MORENA,,PVEM,PVEM,,,
,,,,,,,,
,,,,,,Ns/Nc,Ns/Nc,
,,,,,,,,
,,,PVEM,,,MORENA,,
,PRI,,,PVEM,,MORENA,PRI,MORENA
,,,,,,,,
MORENA,,MORENA,,,,MORENA,MORENA,MORENA
,,,,,,,,
,,Ns/Nc,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,PRI,,PVEM,MORENA,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,PRI,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,Ns/Nc,,
,,,,,,,,
,Ns/Nc,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,MORENA,,
,,,,,,,,
,,,,PVEM,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
MORENA,,,,,,,,
,,,,,MORENA,,,
,,,,,,,,
,PVEM,PRD,,,,,PRD,
,,,,,,,,
,,MORENA,,,,,,
Ns/Nc,,,,,,,,
,,,,,MORENA,,,
,,,,,MORENA,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,,
,,Ns/Nc,,PVEM,,,,
,,,,,,chiapas unido ,MORENA,
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,Ns/Nc,
,,,,,,,Ns/Nc,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,MORENA,MORENA
,,,,,,Ns/Nc,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PAN,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
PVEM,,MORENA,,,MORENA,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,,,,
,,,,,,,,
,,,,,,,,
PVEM,,,,,,,,
,,,,,,,MORENA,
,,MORENA,,,,,MORENA,MORENA
,,,,,,,,
,,,,,,,PAN,
,,,,,,,,
PVEM,PVEM,,,,MORENA,MORENA,PRD,PAN
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,PVEM,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,MORENA,,,PVEM,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,PVEM,,,
,,,,,PAN,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,MORENA,,
,,,,,,MORENA,PRI,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,PAN,
,,,,,,MORENA,MORENA,
,,,,,,PRD,PRD,PAN
,,,,,,,,