seccion,g_etario,sexo,n,Localidad,pct,encuestas
820,18 a 24,MUJERES,908,OCOSINGO,0.10179372197309416,3
820,25 a 59,HOMBRES,2816,OCOSINGO,0.31569506726457397,9
820,25 a 59,MUJERES,3481,OCOSINGO,0.39024663677130045,12
820,60 y más,HOMBRES,396,OCOSINGO,0.04439461883408072,2
820,60 y más,MUJERES,444,OCOSINGO,0.04977578475336323,1
828,18 a 24,HOMBRES,232,EL LIMONAR,0.11860940695296524,3
828,18 a 24,MUJERES,196,EL LIMONAR,0.10020449897750511,3
828,25 a 59,HOMBRES,639,EL LIMONAR,0.3266871165644172,10
828,25 a 59,MUJERES,686,EL LIMONAR,0.3507157464212679,11
828,60 y más,HOMBRES,102,EL LIMONAR,0.05214723926380368,2
828,60 y más,MUJERES,101,EL LIMONAR,0.0516359918200409,1
828,18 a 24,HOMBRES,232,NUEVO TUMBALA,0.11860940695296524,4
828,18 a 24,MUJERES,196,NUEVO TUMBALA,0.10020449897750511,3
828,25 a 59,HOMBRES,639,NUEVO TUMBALA,0.3266871165644172,10
828,25 a 59,MUJERES,686,NUEVO TUMBALA,0.3507157464212679,10
828,60 y más,HOMBRES,102,NUEVO TUMBALA,0.05214723926380368,2
828,60 y más,MUJERES,101,NUEVO TUMBALA,0.0516359918200409,1
829,18 a 24,HOMBRES,211,LACANDON,0.10237748665696264,3
829,18 a 24,MUJERES,217,LACANDON,0.10528869480834546,3
829,25 a 59,HOMBRES,691,LACANDON,0.33527413876758855,10
829,25 a 59,MUJERES,723,LACANDON,0.3508005822416303,10
829,60 y más,HOMBRES,106,LACANDON,0.051431344007763224,2
829,60 y más,MUJERES,113,LACANDON,0.05482775351770985,2
842,18 a 24,HOMBRES,698,NUEVO PARAISO,0.103269714454801,3
842,18 a 24,MUJERES,758,NUEVO PARAISO,0.11214676727326528,3
842,25 a 59,HOMBRES,2096,NUEVO PARAISO,0.3101050451250185,10
842,25 a 59,MUJERES,2489,NUEVO PARAISO,0.3682497410859595,11
842,60 y más,HOMBRES,388,NUEVO PARAISO,0.057404941559402275,2
842,60 y más,MUJERES,330,NUEVO PARAISO,0.048823790501553485,1
858,18 a 24,HOMBRES,251,PLACIDO FLORES,0.10384774513860157,3
858,18 a 24,MUJERES,225,PLACIDO FLORES,0.09309060819197353,3
858,25 a 59,HOMBRES,822,PLACIDO FLORES,0.34009102192800994,9
858,25 a 59,MUJERES,850,PLACIDO FLORES,0.3516756309474555,11
858,60 y más,HOMBRES,139,PLACIDO FLORES,0.0575093090608192,2
858,60 y más,MUJERES,130,PLACIDO FLORES,0.05378568473314026,2
887,18 a 24,HOMBRES,447,OCOZOCOAUTLA DE ESPINOSA,0.0964193270060397,3
887,18 a 24,MUJERES,470,OCOZOCOAUTLA DE ESPINOSA,0.10138050043140638,3
887,25 a 59,HOMBRES,1509,OCOZOCOAUTLA DE ESPINOSA,0.3254961173425367,9
887,25 a 59,MUJERES,1699,OCOZOCOAUTLA DE ESPINOSA,0.36647972389991373,11
887,60 y más,HOMBRES,239,OCOZOCOAUTLA DE ESPINOSA,0.05155306298533218,2
887,60 y más,MUJERES,272,OCOZOCOAUTLA DE ESPINOSA,0.058671268334771355,2
890,18 a 24,HOMBRES,197,FRACCIONAMIENTO CIUDAD BONAMPAK,0.07450832072617247,3
890,18 a 24,MUJERES,220,FRACCIONAMIENTO CIUDAD BONAMPAK,0.0832072617246596,2
890,25 a 59,HOMBRES,913,FRACCIONAMIENTO CIUDAD BONAMPAK,0.34531013615733736,10
890,25 a 59,MUJERES,957,FRACCIONAMIENTO CIUDAD BONAMPAK,0.3619515885022693,11
890,60 y más,HOMBRES,168,FRACCIONAMIENTO CIUDAD BONAMPAK,0.06354009077155824,2
890,60 y más,MUJERES,189,FRACCIONAMIENTO CIUDAD BONAMPAK,0.07148260211800303,2
890,18 a 24,HOMBRES,197,OCOZOCOAUTLA DE ESPINOSA,0.07450832072617247,2
890,18 a 24,MUJERES,220,OCOZOCOAUTLA DE ESPINOSA,0.0832072617246596,2
890,25 a 59,HOMBRES,913,OCOZOCOAUTLA DE ESPINOSA,0.34531013615733736,10
890,25 a 59,MUJERES,957,OCOZOCOAUTLA DE ESPINOSA,0.3619515885022693,11
890,60 y más,HOMBRES,168,OCOZOCOAUTLA DE ESPINOSA,0.06354009077155824,2
890,60 y más,MUJERES,189,OCOZOCOAUTLA DE ESPINOSA,0.07148260211800303,3
899,18 a 24,HOMBRES,189,NUEVO MEZCALAPA,0.11962025316455696,4
899,18 a 24,MUJERES,183,NUEVO MEZCALAPA,0.11582278481012659,3
899,25 a 59,HOMBRES,509,NUEVO MEZCALAPA,0.3221518987341772,9
899,25 a 59,MUJERES,513,NUEVO MEZCALAPA,0.3246835443037975,10
899,60 y más,HOMBRES,97,NUEVO MEZCALAPA,0.06139240506329114,2
899,60 y más,MUJERES,89,NUEVO MEZCALAPA,0.056329113924050635,2
944,18 a 24,HOMBRES,222,BENITO JUAREZ,0.07161290322580645,2
944,18 a 24,MUJERES,260,BENITO JUAREZ,0.08387096774193549,3
944,25 a 59,HOMBRES,998,BENITO JUAREZ,0.32193548387096776,10
944,25 a 59,MUJERES,1123,BENITO JUAREZ,0.362258064516129,10
944,60 y más,HOMBRES,264,BENITO JUAREZ,0.08516129032258064,3
944,60 y más,MUJERES,233,BENITO JUAREZ,0.07516129032258065,2
945,18 a 24,HOMBRES,545,PALENQUE,0.09002312520647505,3
945,18 a 24,MUJERES,577,PALENQUE,0.09530888668648828,3
945,25 a 59,HOMBRES,1955,PALENQUE,0.3229269904195573,9
945,25 a 59,MUJERES,2306,PALENQUE,0.38090518665345224,11
945,60 y más,HOMBRES,332,PALENQUE,0.0548397753551371,2
945,60 y más,MUJERES,339,PALENQUE,0.05599603567888999,2
962,18 a 24,HOMBRES,187,SAMUEL LEON BRINDIS,0.08216168717047452,2
962,18 a 24,MUJERES,188,SAMUEL LEON BRINDIS,0.08260105448154657,3
962,25 a 59,HOMBRES,736,SAMUEL LEON BRINDIS,0.3233743409490334,10
962,25 a 59,MUJERES,815,SAMUEL LEON BRINDIS,0.35808435852372583,11
962,60 y más,HOMBRES,186,SAMUEL LEON BRINDIS,0.08172231985940245,2
962,60 y más,MUJERES,164,SAMUEL LEON BRINDIS,0.07205623901581722,2
967,18 a 24,HOMBRES,113,EJIDO SAN JOSE USUMACINTA,0.11402623612512613,3
967,18 a 24,MUJERES,107,EJIDO SAN JOSE USUMACINTA,0.10797174571140263,3
967,25 a 59,HOMBRES,309,EJIDO SAN JOSE USUMACINTA,0.31180625630676084,10
967,25 a 59,MUJERES,321,EJIDO SAN JOSE USUMACINTA,0.3239152371342079,10
967,60 y más,HOMBRES,80,EJIDO SAN JOSE USUMACINTA,0.08072653884964683,2
967,60 y más,MUJERES,61,EJIDO SAN JOSE USUMACINTA,0.0615539858728557,2
1018,18 a 24,HOMBRES,120,EJIDO SANTA VIRGINIA,0.07046388725778038,2
1018,18 a 24,MUJERES,117,EJIDO SANTA VIRGINIA,0.06870229007633588,2
1018,25 a 59,HOMBRES,516,EJIDO SANTA VIRGINIA,0.30299471520845567,9
1018,25 a 59,MUJERES,582,EJIDO SANTA VIRGINIA,0.3417498532002349,10
1018,60 y más,HOMBRES,192,EJIDO SANTA VIRGINIA,0.11274221961244862,4
1018,60 y más,MUJERES,176,EJIDO SANTA VIRGINIA,0.10334703464474457,3
1024,18 a 24,HOMBRES,94,EJIDO PLAN DE AYALA,0.07197549770290965,2
1024,18 a 24,MUJERES,128,EJIDO PLAN DE AYALA,0.09800918836140889,3
1024,25 a 59,HOMBRES,428,EJIDO PLAN DE AYALA,0.327718223583461,10
1024,25 a 59,MUJERES,453,EJIDO PLAN DE AYALA,0.34686064318529863,11
1024,60 y más,HOMBRES,102,EJIDO PLAN DE AYALA,0.0781010719754977,2
1024,60 y más,MUJERES,101,EJIDO PLAN DE AYALA,0.0773353751914242,2
1029,18 a 24,HOMBRES,63,EJIDO TUTUAN,0.059602649006622516,2
1029,18 a 24,MUJERES,71,EJIDO TUTUAN,0.06717123935666983,2
1029,25 a 59,HOMBRES,307,EJIDO TUTUAN,0.2904446546830653,9
1029,25 a 59,MUJERES,348,EJIDO TUTUAN,0.32923368022705773,10
1029,60 y más,HOMBRES,160,EJIDO TUTUAN,0.15137180700094607,4
1029,60 y más,MUJERES,108,EJIDO TUTUAN,0.1021759697256386,3
1054,18 a 24,HOMBRES,53,REFORMA,0.05961754780652419,2
1054,18 a 24,MUJERES,55,REFORMA,0.06186726659167604,2
1054,25 a 59,HOMBRES,319,REFORMA,0.35883014623172105,11
1054,25 a 59,MUJERES,313,REFORMA,0.35208098987626546,11
1054,60 y más,HOMBRES,79,REFORMA,0.08886389201349831,2
1054,60 y más,MUJERES,70,REFORMA,0.07874015748031496,2
1055,18 a 24,HOMBRES,67,REFORMA,0.06646825396825397,2
1055,18 a 24,MUJERES,75,REFORMA,0.0744047619047619,2
1055,25 a 59,HOMBRES,317,REFORMA,0.314484126984127,9
1055,25 a 59,MUJERES,349,REFORMA,0.3462301587301587,11
1055,60 y más,HOMBRES,90,REFORMA,0.08928571428571429,3
1055,60 y más,MUJERES,110,REFORMA,0.10912698412698413,3
1064,18 a 24,HOMBRES,182,EJIDO DR RAFAEL PASCASIO GAMBOA,0.09670563230605739,3
1064,18 a 24,MUJERES,160,EJIDO DR RAFAEL PASCASIO GAMBOA,0.08501594048884166,3
1064,25 a 59,HOMBRES,606,EJIDO DR RAFAEL PASCASIO GAMBOA,0.32199787460148777,10
1064,25 a 59,MUJERES,647,EJIDO DR RAFAEL PASCASIO GAMBOA,0.34378320935175344,10
1064,60 y más,HOMBRES,160,EJIDO DR RAFAEL PASCASIO GAMBOA,0.08501594048884166,3
1064,60 y más,MUJERES,127,EJIDO DR RAFAEL PASCASIO GAMBOA,0.06748140276301806,1
1100,18 a 24,HOMBRES,278,EMILIANO ZAPATA,0.09117743522466383,3
1100,18 a 24,MUJERES,277,EMILIANO ZAPATA,0.0908494588389636,3
1100,25 a 59,HOMBRES,1005,EMILIANO ZAPATA,0.32961626762873075,10
1100,25 a 59,MUJERES,1093,EMILIANO ZAPATA,0.35847818957035094,11
1100,60 y más,HOMBRES,207,EMILIANO ZAPATA,0.06789111183994752,2
1100,60 y más,MUJERES,189,EMILIANO ZAPATA,0.06198753689734339,1
1100,18 a 24,HOMBRES,278,RANCHERIA NUEVO BERLIN,0.09117743522466383,3
1100,18 a 24,MUJERES,277,RANCHERIA NUEVO BERLIN,0.0908494588389636,3
1100,25 a 59,HOMBRES,1005,RANCHERIA NUEVO BERLIN,0.32961626762873075,10
1100,25 a 59,MUJERES,1093,RANCHERIA NUEVO BERLIN,0.35847818957035094,10
1100,60 y más,HOMBRES,207,RANCHERIA NUEVO BERLIN,0.06789111183994752,2
1100,60 y más,MUJERES,189,RANCHERIA NUEVO BERLIN,0.06198753689734339,2
1104,18 a 24,HOMBRES,113,EJIDO EL BASCAN,0.06907090464547677,2
1104,18 a 24,MUJERES,122,EJIDO EL BASCAN,0.0745721271393643,2
1104,25 a 59,HOMBRES,518,EJIDO EL BASCAN,0.31662591687041564,9
1104,25 a 59,MUJERES,628,EJIDO EL BASCAN,0.38386308068459657,13
1104,60 y más,HOMBRES,133,EJIDO EL BASCAN,0.0812958435207824,2
1104,60 y más,MUJERES,122,EJIDO EL BASCAN,0.0745721271393643,2
1109,18 a 24,HOMBRES,168,PUNTA BRAVA,0.10268948655256724,3
1109,18 a 24,MUJERES,161,PUNTA BRAVA,0.09841075794621026,3
1109,25 a 59,HOMBRES,539,PUNTA BRAVA,0.32946210268948656,10
1109,25 a 59,MUJERES,577,PUNTA BRAVA,0.3526894865525672,10
1109,60 y más,HOMBRES,87,PUNTA BRAVA,0.053178484107579464,2
1109,60 y más,MUJERES,104,PUNTA BRAVA,0.06356968215158924,2
1119,18 a 24,HOMBRES,266,SAN CRISTOBAL DE LAS CASAS,0.10125618576322802,3
1119,18 a 24,MUJERES,269,SAN CRISTOBAL DE LAS CASAS,0.10239817282070804,2
1119,25 a 59,HOMBRES,836,SAN CRISTOBAL DE LAS CASAS,0.3182337266844309,10
1119,25 a 59,MUJERES,1025,SAN CRISTOBAL DE LAS CASAS,0.3901789113056719,12
1119,60 y más,HOMBRES,99,SAN CRISTOBAL DE LAS CASAS,0.037685572896840505,1
1119,60 y más,MUJERES,132,SAN CRISTOBAL DE LAS CASAS,0.05024743052912067,2
1156,18 a 24,HOMBRES,156,AGUA DE PAJARITO,0.10848400556328233,3
1156,18 a 24,MUJERES,148,AGUA DE PAJARITO,0.10292072322670376,3
1156,25 a 59,HOMBRES,433,AGUA DE PAJARITO,0.3011126564673157,10
1156,25 a 59,MUJERES,538,AGUA DE PAJARITO,0.3741307371349096,11
1156,60 y más,HOMBRES,63,AGUA DE PAJARITO,0.04381084840055633,1
1156,60 y más,MUJERES,100,AGUA DE PAJARITO,0.06954102920723226,2
1160,18 a 24,HOMBRES,164,MITZITON,0.09652736904061213,3
1160,18 a 24,MUJERES,156,MITZITON,0.09181871689228958,3
1160,25 a 59,HOMBRES,572,MITZITON,0.3366686286050618,10
1160,25 a 59,MUJERES,611,MITZITON,0.3596233078281342,11
1160,60 y más,HOMBRES,92,MITZITON,0.05414949970570924,2
1160,60 y más,MUJERES,104,MITZITON,0.06121247792819305,1
1333,18 a 24,HOMBRES,130,TAPACHULA,0.0767867690490254,2
1333,18 a 24,MUJERES,124,TAPACHULA,0.07324276432368576,2
1333,25 a 59,HOMBRES,510,TAPACHULA,0.3012404016538689,9
1333,25 a 59,MUJERES,562,TAPACHULA,0.33195510927347904,11
1333,60 y más,HOMBRES,135,TAPACHULA,0.07974010632014177,2
1333,60 y más,MUJERES,232,TAPACHULA,0.13703484937979918,4
1484,18 a 24,HOMBRES,259,PETALCINGO,0.08455762324518445,3
1484,18 a 24,MUJERES,260,PETALCINGO,0.08488410055501143,3
1484,25 a 59,HOMBRES,954,PETALCINGO,0.31145935357492655,9
1484,25 a 59,MUJERES,1059,PETALCINGO,0.34573947110675807,9
1484,60 y más,HOMBRES,264,PETALCINGO,0.08619000979431929,3
1484,60 y más,MUJERES,267,PETALCINGO,0.0871694417238002,3
1499,18 a 24,HOMBRES,450,TONALA,0.09727626459143969,2
1499,18 a 24,MUJERES,411,TONALA,0.08884565499351492,3
1499,25 a 59,HOMBRES,1477,TONALA,0.319282317336792,10
1499,25 a 59,MUJERES,1695,TONALA,0.3664072632944228,11
1499,60 y más,HOMBRES,266,TONALA,0.057501080847384346,2
1499,60 y más,MUJERES,327,TONALA,0.07068741893644617,2
1520,18 a 24,HOMBRES,116,TRES PICOS,0.0676779463243874,3
1520,18 a 24,MUJERES,111,TRES PICOS,0.0647607934655776,2
1520,25 a 59,HOMBRES,520,TRES PICOS,0.3033838973162194,9
1520,25 a 59,MUJERES,581,TRES PICOS,0.33897316219369894,10
1520,60 y más,HOMBRES,195,TRES PICOS,0.11376896149358226,3
1520,60 y más,MUJERES,191,TRES PICOS,0.11143523920653442,3
1523,18 a 24,HOMBRES,95,EJIDO RUBEN MARQUEZ,0.0741608118657299,3
1523,18 a 24,MUJERES,92,EJIDO RUBEN MARQUEZ,0.07181889149102264,2
1523,25 a 59,HOMBRES,398,EJIDO RUBEN MARQUEZ,0.31069476971116317,9
1523,25 a 59,MUJERES,415,EJIDO RUBEN MARQUEZ,0.3239656518345043,10
1523,60 y más,HOMBRES,147,EJIDO RUBEN MARQUEZ,0.11475409836065574,3
1523,60 y más,MUJERES,134,EJIDO RUBEN MARQUEZ,0.10460577673692428,3
1602,18 a 24,HOMBRES,916,TUXTLA GUTIERREZ,0.08948808128175069,2
1602,18 a 24,MUJERES,946,TUXTLA GUTIERREZ,0.0924189136381399,3
1602,25 a 59,HOMBRES,3331,TUXTLA GUTIERREZ,0.32542008597108246,10
1602,25 a 59,MUJERES,3922,TUXTLA GUTIERREZ,0.38315748339195,11
1602,60 y más,HOMBRES,532,TUXTLA GUTIERREZ,0.05197342711996874,2
1602,60 y más,MUJERES,589,TUXTLA GUTIERREZ,0.05754200859710824,2
1638,18 a 24,HOMBRES,804,TUXTLA GUTIERREZ,0.08998321208729715,3
1638,18 a 24,MUJERES,813,TUXTLA GUTIERREZ,0.09099048684946838,3
1638,25 a 59,HOMBRES,2911,TUXTLA GUTIERREZ,0.32579742585338556,10
1638,25 a 59,MUJERES,3356,TUXTLA GUTIERREZ,0.37560156687185225,10
1638,60 y más,HOMBRES,514,TUXTLA GUTIERREZ,0.05752658086177952,2
1638,60 y más,MUJERES,537,TUXTLA GUTIERREZ,0.06010072747621712,2
1699,18 a 24,HOMBRES,72,TUXTLA GUTIERREZ,0.05357142857142857,2
1699,18 a 24,MUJERES,94,TUXTLA GUTIERREZ,0.06994047619047619,2
1699,25 a 59,HOMBRES,391,TUXTLA GUTIERREZ,0.29092261904761907,9
1699,25 a 59,MUJERES,431,TUXTLA GUTIERREZ,0.32068452380952384,10
1699,60 y más,HOMBRES,139,TUXTLA GUTIERREZ,0.10342261904761904,2
1699,60 y más,MUJERES,217,TUXTLA GUTIERREZ,0.16145833333333334,5
1706,18 a 24,HOMBRES,255,TUXTLA GUTIERREZ,0.08388157894736842,3
1706,18 a 24,MUJERES,267,TUXTLA GUTIERREZ,0.08782894736842105,2
1706,25 a 59,HOMBRES,964,TUXTLA GUTIERREZ,0.3171052631578947,10
1706,25 a 59,MUJERES,1084,TUXTLA GUTIERREZ,0.35657894736842105,11
1706,60 y más,HOMBRES,209,TUXTLA GUTIERREZ,0.06875,1
1706,60 y más,MUJERES,261,TUXTLA GUTIERREZ,0.08585526315789474,3
1729,18 a 24,HOMBRES,352,TUXTLA GUTIERREZ,0.07423028258118937,3
1729,18 a 24,MUJERES,373,TUXTLA GUTIERREZ,0.07865879375790806,2
1729,25 a 59,HOMBRES,1607,TUXTLA GUTIERREZ,0.33888654576128213,10
1729,25 a 59,MUJERES,1732,TUXTLA GUTIERREZ,0.3652467313369886,11
1729,60 y más,HOMBRES,297,TUXTLA GUTIERREZ,0.06263180092787853,2
1729,60 y más,MUJERES,381,TUXTLA GUTIERREZ,0.08034584563475326,2
1754,18 a 24,HOMBRES,107,TUXTLA GUTIERREZ,0.08033033033033032,2
1754,18 a 24,MUJERES,105,TUXTLA GUTIERREZ,0.07882882882882883,2
1754,25 a 59,HOMBRES,408,TUXTLA GUTIERREZ,0.3063063063063063,10
1754,25 a 59,MUJERES,516,TUXTLA GUTIERREZ,0.38738738738738737,12
1754,60 y más,HOMBRES,93,TUXTLA GUTIERREZ,0.06981981981981981,2
1754,60 y más,MUJERES,103,TUXTLA GUTIERREZ,0.07732732732732733,2
1861,18 a 24,HOMBRES,38,VILLAFLORES,0.06031746031746032,2
1861,18 a 24,MUJERES,64,VILLAFLORES,0.10158730158730159,2
1861,25 a 59,HOMBRES,196,VILLAFLORES,0.3111111111111111,9
1861,25 a 59,MUJERES,203,VILLAFLORES,0.32222222222222224,10
1861,60 y más,HOMBRES,55,VILLAFLORES,0.0873015873015873,3
1861,60 y más,MUJERES,74,VILLAFLORES,0.11746031746031746,4
1987,18 a 24,HOMBRES,106,TAPACHULA,0.10153256704980843,4
1987,18 a 24,MUJERES,113,TAPACHULA,0.1082375478927203,3
1987,25 a 59,HOMBRES,351,TAPACHULA,0.33620689655172414,10
1987,25 a 59,MUJERES,382,TAPACHULA,0.36590038314176243,11
1987,60 y más,HOMBRES,49,TAPACHULA,0.04693486590038314,1
1987,60 y más,MUJERES,43,TAPACHULA,0.04118773946360153,1
2007,18 a 24,HOMBRES,109,TAPACHULA,0.08469308469308469,3
2007,18 a 24,MUJERES,100,TAPACHULA,0.0777000777000777,3
2007,25 a 59,HOMBRES,405,TAPACHULA,0.3146853146853147,9
2007,25 a 59,MUJERES,485,TAPACHULA,0.37684537684537683,11
2007,60 y más,HOMBRES,91,TAPACHULA,0.0707070707070707,2
2007,60 y más,MUJERES,97,TAPACHULA,0.07536907536907538,2
